Rita Wilson,"{'roles': 'Suzy', 'type': 'acted_in'}",Sleepless in Seattle
Bill Pullman,"{'roles': 'Walter', 'type': 'acted_in'}",Sleepless in Seattle
Victor Garber,"{'roles': 'Greg', 'type': 'acted_in'}",Sleepless in Seattle
Rosie O'Donnell,"{'roles': 'Doris Murphy', 'type': 'acted_in'}",A League of Their Own
Rosie O'Donnell,"{'roles': 'Becky', 'type': 'acted_in'}",Sleepless in Seattle
John Patrick Stanley,{'type': 'directed'},Joe Versus the Volcano
Nathan Lane,"{'roles': 'Baw', 'type': 'acted_in'}",Joe Versus the Volcano
Nathan Lane,"{'roles': 'Albert Goldman', 'type': 'acted_in'}",The Birdcage
Billy Crystal,"{'roles': 'Harry Burns', 'type': 'acted_in'}",When Harry Met Sally
Carrie Fisher,"{'roles': 'Marie', 'type': 'acted_in'}",When Harry Met Sally
Bruno Kirby,"{'roles': 'Jess', 'type': 'acted_in'}",When Harry Met Sally
Liv Tyler,"{'roles': 'Faye Dolan', 'type': 'acted_in'}",That Thing You Do
Brooke Langton,"{'roles': 'Annabelle Farrell', 'type': 'acted_in'}",The Replacements
Gene Hackman,"{'roles': 'Little Bill Daggett', 'type': 'acted_in'}",Unforgiven
Gene Hackman,"{'roles': 'Sen. Kevin Keeley', 'type': 'acted_in'}",The Birdcage
Gene Hackman,"{'roles': 'Jimmy McGinty', 'type': 'acted_in'}",The Replacements
Orlando Jones,"{'roles': 'Clifford Franklin', 'type': 'acted_in'}",The Replacements
Howard Deutch,{'type': 'directed'},The Replacements
Christian Bale,"{'roles': 'Dieter Dengler', 'type': 'acted_in'}",RescueDawn
Zach Grenier,"{'roles': 'Squad Leader', 'type': 'acted_in'}",RescueDawn
Zach Grenier,"{'roles': 'Eddie', 'type': 'acted_in'}",Twister
Mike Nichols,{'type': 'directed'},The Birdcage
Mike Nichols,{'type': 'directed'},Charlie Wilson's War
Richard Harris,"{'roles': 'English Bob', 'type': 'acted_in'}",Unforgiven
Clint Eastwood,"{'roles': 'Bill Munny', 'type': 'acted_in'}",Unforgiven
Clint Eastwood,{'type': 'directed'},Unforgiven
Takeshi Kitano,"{'roles': 'Takahashi', 'type': 'acted_in'}",Johnny Mnemonic
Dina Meyer,"{'roles': 'Jane', 'type': 'acted_in'}",Johnny Mnemonic
Ice-T,"{'roles': 'J-Bone', 'type': 'acted_in'}",Johnny Mnemonic
Robert Longo,{'type': 'directed'},Johnny Mnemonic
Halle Berry,"{'roles': 'Luisa Rey,Jocasta Ayrs,Ovid,Meronym', 'type': 'acted_in'}",Cloud Atlas
Jim Broadbent,"{'roles': 'Vyvyan Ayrs,Captain Molyneux,Timothy Cavendish', 'type': 'acted_in'}",Cloud Atlas
Tom Tykwer,{'type': 'directed'},Cloud Atlas
David Mitchell,{'type': 'wrote'},Cloud Atlas
Stefan Arndt,{'type': 'produced'},Cloud Atlas
Ian McKellen,"{'roles': 'Sir Leight Teabing', 'type': 'acted_in'}",The Da Vinci Code
Audrey Tautou,"{'roles': 'Sophie Neveu', 'type': 'acted_in'}",The Da Vinci Code
Paul Bettany,"{'roles': 'Silas', 'type': 'acted_in'}",The Da Vinci Code
Ron Howard,{'type': 'directed'},Apollo 13
Ron Howard,{'type': 'directed'},Frost/Nixon
Ron Howard,{'type': 'directed'},The Da Vinci Code
Natalie Portman,"{'roles': 'Evey Hammond', 'type': 'acted_in'}",V for Vendetta
Stephen Rea,"{'roles': 'Eric Finch', 'type': 'acted_in'}",V for Vendetta
John Hurt,"{'roles': 'High Chancellor Adam Sutler', 'type': 'acted_in'}",V for Vendetta
Ben Miles,"{'roles': 'Cass Jones', 'type': 'acted_in'}",Speed Racer
Ben Miles,"{'roles': 'Ryan Maslow', 'type': 'acted_in'}",Ninja Assassin
Ben Miles,"{'roles': 'Dascomb', 'type': 'acted_in'}",V for Vendetta
Emile Hirsch,"{'roles': 'Speed Racer', 'type': 'acted_in'}",Speed Racer
John Goodman,"{'roles': 'Pops', 'type': 'acted_in'}",Speed Racer
Susan Sarandon,"{'roles': 'Mom', 'type': 'acted_in'}",Speed Racer
Matthew Fox,"{'roles': 'Racer X', 'type': 'acted_in'}",Speed Racer
Christina Ricci,"{'roles': 'Trixie', 'type': 'acted_in'}",Speed Racer
Rain,"{'roles': 'Taejo Togokahn', 'type': 'acted_in'}",Speed Racer
Rain,"{'roles': 'Raizo', 'type': 'acted_in'}",Ninja Assassin
Naomie Harris,"{'roles': 'Mika Coretti', 'type': 'acted_in'}",Ninja Assassin
Michael Clarke Duncan,"{'roles': 'John Coffey', 'type': 'acted_in'}",The Green Mile
David Morse,"{'roles': 'Brutus Brutal Howell', 'type': 'acted_in'}",The Green Mile
Sam Rockwell,"{'roles': 'Wild Bill Wharton', 'type': 'acted_in'}",The Green Mile
Sam Rockwell,"{'roles': 'James Reston, Jr.', 'type': 'acted_in'}",Frost/Nixon
Gary Sinise,"{'roles': 'Ken Mattingly', 'type': 'acted_in'}",Apollo 13
Gary Sinise,"{'roles': 'Burt Hammersmith', 'type': 'acted_in'}",The Green Mile
Patricia Clarkson,"{'roles': 'Melinda Moores', 'type': 'acted_in'}",The Green Mile
Frank Darabont,{'type': 'directed'},The Green Mile
Frank Langella,"{'roles': 'Richard Nixon', 'type': 'acted_in'}",Frost/Nixon
Michael Sheen,"{'roles': 'David Frost', 'type': 'acted_in'}",Frost/Nixon
Oliver Platt,"{'roles': 'Bob Zelnick', 'type': 'acted_in'}",Frost/Nixon
Oliver Platt,"{'roles': 'Rupert Burns', 'type': 'acted_in'}",Bicentennial Man
Danny DeVito,{'type': 'directed'},Hoffa
Danny DeVito,"{'roles': 'Robert Bobby Ciaro', 'type': 'acted_in'}",Hoffa
Danny DeVito,"{'roles': 'Martini', 'type': 'acted_in'}",One Flew Over the Cuckoo's Nest
John C. Reilly,"{'roles': 'Peter Pete Connelly', 'type': 'acted_in'}",Hoffa
Ed Harris,"{'roles': 'Gene Kranz', 'type': 'acted_in'}",Apollo 13
Bill Paxton,"{'roles': 'Bill Harding', 'type': 'acted_in'}",Twister
Bill Paxton,"{'roles': 'Bob Hinson', 'type': 'acted_in'}",A League of Their Own
Bill Paxton,"{'roles': 'Fred Haise', 'type': 'acted_in'}",Apollo 13
Philip Seymour Hoffman,"{'roles': 'Dustin Dusty Davis', 'type': 'acted_in'}",Twister
Philip Seymour Hoffman,"{'roles': 'Gust Avrakotos', 'type': 'acted_in'}",Charlie Wilson's War
Jan de Bont,{'type': 'directed'},Twister
Robert Zemeckis,{'type': 'directed'},Cast Away
Robert Zemeckis,{'type': 'directed'},The Polar Express
Milos Forman,{'type': 'directed'},One Flew Over the Cuckoo's Nest
Diane Keaton,"{'roles': 'Erica Barry', 'type': 'acted_in'}",Something's Gotta Give
Nancy Meyers,{'type': 'wrote'},Something's Gotta Give
Nancy Meyers,{'type': 'directed'},Something's Gotta Give
Nancy Meyers,{'type': 'produced'},Something's Gotta Give
Chris Columbus,{'type': 'directed'},Bicentennial Man
Julia Roberts,"{'roles': 'Joanne Herring', 'type': 'acted_in'}",Charlie Wilson's War
Madonna,"{'roles': 'Mae Mordabito', 'type': 'acted_in'}",A League of Their Own
Geena Davis,"{'roles': 'Dottie Hinson', 'type': 'acted_in'}",A League of Their Own
Lori Petty,"{'roles': 'Kit Keller', 'type': 'acted_in'}",A League of Their Own
Penny Marshall,{'type': 'directed'},A League of Their Own
Paul Blythe,{'type': 'follows'},Angela Scope
Angela Scope,"{'summary': 'Pretty funny at times', 'rating': 62, 'type': 'reviewed'}",The Replacements
Angela Scope,{'type': 'follows'},Jessica Thompson
Jessica Thompson,"{'summary': 'A solid romp', 'rating': 68, 'type': 'reviewed'}",The Da Vinci Code
Jessica Thompson,"{'summary': 'Silly, but fun', 'rating': 65, 'type': 'reviewed'}",The Replacements
Jessica Thompson,"{'summary': 'You had me at Jerry', 'rating': 92, 'type': 'reviewed'}",Jerry Maguire
Jessica Thompson,"{'summary': 'An amazing journey', 'rating': 95, 'type': 'reviewed'}",Cloud Atlas
Jessica Thompson,"{'summary': ""Slapstick redeemed only by the Robin Williams and Gene Hackman's stellar performances"", 'rating': 45, 'type': 'reviewed'}",The Birdcage
Jessica Thompson,"{'summary': 'Dark, but compelling', 'rating': 85, 'type': 'reviewed'}",Unforgiven
James Thompson,"{'summary': 'The coolest football movie ever', 'rating': 100, 'type': 'reviewed'}",The Replacements
James Thompson,"{'summary': 'Fun, but a little far fetched', 'rating': 65, 'type': 'reviewed'}",The Da Vinci Code
James Thompson,{'type': 'follows'},Jessica Thompson
